MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.3152,10,3.40559,1.1049,631,2.20629,37.97,-122.04,1.406
5.4306,33,5.99668,1.00664,838,2.78405,34.23,-118.26,3.266
3.4732,52,5.96286,1.11936,870,2.30769,37.89,-122.29,2.462
3.7991,21,4.90741,1.00617,414,2.55556,38.37,-122.78,1.75
3.375,16,4.57696,1.21152,2147,2.13208,34.23,-119.18,2.188
2.9125,21,5.24096,1.15663,219,2.63855,37.76,-120.83,1.125
2.6103,44,4.06734,1.20202,603,2.0303,34.41,-119.69,5
7.6473,17,7.89176,0.992941,1457,3.42824,37.8,-121.98,3.458
4.933,36,6.37367,1.0276,1322,2.80679,33.84,-118.14,2.289
8.7591,4,7.42205,1.02979,2969,2.94836,33.5,-117.7,4.347
4.5053,34,5.43699,1.13821,1270,2.5813,33.89,-118.32,2.42
3.788,25,5.73084,1.06542,1558,2.91215,39.26,-123.18,1.342
3.8571,37,4.4117,0.980498,1468,1.59047,34.03,-118.51,5.00001
4.8333,34,4.64786,1.01362,1560,3.03502,34.21,-118.59,2.254
2.2141,25,4.37576,0.990909,2940,4.45455,33.67,-116.18,0.667
2.1746,20,4.71111,1.04646,1856,3.74949,39.74,-122.01,0.587
4.2708,15,5.1463,1.08842,1510,2.42765,33.7,-117.92,1.617
3.2778,41,4.5,1.0036,1053,3.78777,33.8,-118.21,1.508
5.8661,16,7.88889,1.10714,770,3.05556,33.06,-117.16,4.045
2.1985,36,3.54033,1.10959,2635,4.01065,33.8,-118.19,1.418
1.1194,27,2.77273,1.13017,844,1.7438,33.98,-117.37,0.958
4.3214,28,6.41469,1.01728,1379,2.9784,38.7,-121.2,1.317
5.3999,18,6.53307,1.05447,783,3.04669,33.46,-117.67,3
2.5048,28,3.98649,1.02534,2623,4.43074,34.04,-117.65,1
4.2857,35,4.85946,0.967568,455,2.45946,37.62,-122.04,1.904
5.3561,29,5.33735,0.971888,1318,2.64659,37.27,-121.98,2.989
4.375,28,6.65674,1.08932,1654,2.89667,37.99,-122.28,1.933
4.5694,28,6.21951,1.03049,504,3.07317,38.38,-122.33,2.875
5.5677,4,5.92191,1.12091,834,2.10076,33.5,-117.7,2.454
3.2292,52,6.56364,1.38182,168,3.05455,37.77,-122.41,2.75
2.625,11,4.9432,1.04991,2644,4.55077,32.68,-115.51,0.727
1.7206,21,3.48333,1.1,401,3.34167,34.07,-117.27,0.821
5.5342,9,4.6107,0.907749,1111,2.04982,33.64,-117.75,1.823
3.8,36,5.7027,1.05135,952,2.57297,37.67,-122.11,1.875
5.1814,46,5.68136,1.09153,846,2.8678,34.19,-118.36,2.095
1.9707,12,5.21377,1.17084,2711,2.42487,33.77,-116.98,1.079
5.2166,17,5.07807,1.00664,2030,3.37209,37.28,-121.83,2.309
2.8929,16,5.08609,1.01325,1283,2.12417,34.51,-117.32,1.156
8.5621,23,7.32986,1.0625,979,3.39931,33.89,-117.99,3.478
2.9866,45,5.44128,1.12811,793,2.82206,38.89,-121.3,0.913
3.8904,21,5.21197,0.994872,2355,4.02564,32.71,-116.99,1.138
3.05,17,5.49345,1.10917,885,3.86463,37.93,-122.36,1.216
4.6563,16,6.09346,0.936449,1973,3.68785,34.04,-117.67,1.62
3.2404,27,4.03598,1.02841,1065,2.01705,34.23,-118.53,2.304
2.5122,45,4.75,1.06198,1437,2.96901,37.76,-122.16,0.955
3.3567,8,5.36712,1.03836,995,2.72603,37.65,-121.04,1.291
5.875,24,10.5,1.75,32,4,33.8,-118.02,1.938
3.858,24,7.66216,1.11486,847,2.86149,38.47,-122.65,2.144
4.3906,26,5.64948,1.01031,801,2.75258,38.31,-122.72,2.48
3.5056,23,3.72053,0.98289,1454,2.76426,33.75,-118.3,2.031
3.5547,34,5.05197,1.0914,1718,3.07885,34.06,-117.92,1.976
1.7675,26,3.84709,1.08256,1829,1.31299,33.77,-118.09,0.613
4.2972,34,4.13346,0.994361,1193,2.24248,37.44,-122.16,4.059
4.8125,15,6.16418,1.02985,440,3.28358,33.87,-117.32,1.739
5.2699,8,7.38681,1.07185,3325,3.27264,37.98,-121.84,2.042
4.8409,31,4.67559,0.913043,884,2.95652,34.62,-118.32,2.649
3.775,40,5.74074,1.02963,798,2.95556,33.94,-118.31,1.538
1.7448,23,5.38462,1.17751,370,2.18935,41.41,-122.39,0.801
2.6402,43,3.70732,1.03659,705,2.86585,34.03,-118.38,1.857
2.2417,15,10.5153,2.37245,573,2.92347,38.72,-119.93,0.979
2.2946,34,4.16172,1.0396,1027,3.38944,33.95,-118.27,0.888
2.3974,48,3.20115,1.13028,2796,2.00143,34.11,-118.32,4.107
3.2147,7,5.39824,1.18262,2014,2.21562,36.84,-119.78,1.119
6.2064,29,5.78024,0.977853,1471,2.50596,34.17,-118.58,3.349
3.2448,20,4.20453,1.07889,4031,2.94449,34.21,-118.44,2.212
1.4889,19,4.48074,1.07304,1412,1.87517,38.55,-121.45,0.776
3.0739,36,4.179,1.04535,1175,2.8043,33.88,-118.29,2.186
2.2396,44,4.67097,1.0129,861,2.77742,33.98,-118.32,1.086
3.9028,35,5.71376,1.06972,1974,3.62202,34.69,-118.16,1.268
3.2845,16,4.64213,0.997955,709,1.4499,33.61,-117.75,2.276
3.3333,11,6.4104,1.16416,2466,3.37346,33.67,-116.31,0.918
7.0215,6,6.53409,0.829545,318,3.61364,33.94,-117.56,2.571
4.9861,26,6.62366,1.0172,1257,2.70323,38.04,-121.25,2.018
2.8868,37,4.7844,1.15603,2909,4.12624,37.47,-122.14,1.566
1.2281,25,5.50398,1.15385,991,2.62865,39.77,-123.23,0.603
2.5598,16,5.11781,1.04247,1942,2.66027,37.07,-120.83,1.202
1.939,21,4.73563,0.911877,601,2.30268,39.06,-122.91,1.003
4.445,52,5.53459,1.15094,742,2.33333,37.77,-122.43,4
3.0444,36,4.55975,1.08176,1087,2.27883,38.46,-122.71,1.672
2.3194,32,4.38967,1.02582,1142,2.68075,32.58,-117.13,1.594
4.7578,31,5.67105,1.01754,599,2.62719,32.85,-116.94,1.61
6.7274,5,5.91093,0.964912,1913,2.58165,33.84,-117.77,2.664
4.6793,14,5.83333,1.12,852,2.84,33.68,-117.78,2.368
1.4063,42,3.77143,1.02857,310,4.42857,37.49,-120.85,0.615
3.5714,38,4.49118,0.976471,1303,3.83235,34.28,-118.45,1.52
1.9034,27,4.76667,1.09394,847,2.56667,40.54,-123.22,0.496
4.0313,36,6.33028,0.963303,299,2.74312,37.75,-122.14,1.955
2.2577,26,3.58507,1.18727,3792,4.64137,34.06,-118.02,1.738
3.7958,33,5.6968,1.06865,2575,2.94622,34.09,-117.72,1.525
3.9018,35,5.65136,1.00418,1595,3.32985,34.16,-117.25,0.915
3.1453,23,5.48358,0.991045,1064,3.17612,36.2,-119.31,0.745
1.7991,43,4.33261,1.01944,1687,3.64363,34.03,-118.15,1.588
3.3086,7,5.18103,1.10221,11973,3.04424,34.57,-118.1,1.381
2.1797,26,5.61728,1.15432,1001,3.08951,33.16,-116.68,1.563
6.2712,47,6.94909,1.02909,697,2.53455,37.94,-122.32,2.677
2.5321,35,4.1966,1.06311,1308,3.17476,34.06,-118.12,1.972
6.2083,17,7.40394,1.05172,1291,3.1798,34.12,-117.65,2.427
0.8702,11,3.71726,0.931548,625,1.86012,34.02,-118.33,1.705
4.4653,33,5.87291,1.05686,1971,3.29599,34.02,-117.98,1.932
3.7663,37,4.30769,0.991453,1545,4.40171,34.22,-118.36,1.603
3.6389,28,6,1.08297,769,3.35808,37.97,-121.17,1.304
1.3587,20,4.31135,1.09894,1622,2.13984,35.41,-119.04,0.675
8.1111,13,7.94672,1.0123,928,3.80328,33.71,-117.77,3.798
2.9484,15,5.57516,1.06708,2114,2.62609,38.83,-121.18,1.244
3.0938,25,4.03913,1.07174,865,1.88043,34.4,-119.7,3.125
1.7425,43,3.35821,1.01279,1980,4.22175,34.01,-118.25,1.005
5.0917,52,5.62846,1.14229,550,2.17391,37.82,-122.25,2.625
6.1324,20,8.22093,1.32558,282,3.27907,37.54,-120.82,1.648
4.2042,20,5.24138,1.05247,3221,2.41454,38,-122.12,1.664
3.4722,34,5.11446,1.07831,2108,4.23293,34.04,-117.98,1.546
1.3451,30,4.66443,1.21141,1116,3.74497,35.38,-118.99,0.575
2.4259,40,4.28097,1.02115,1068,3.22659,34.01,-118.12,1.646
1.025,49,3.77249,1.06878,462,2.44444,37.84,-122.26,1.188
4.0968,30,3.93546,1.16434,2136,1.42116,33.74,-118.18,3.1
4.7109,35,5.92,1.00571,1001,2.86,37.62,-122.03,1.987
6.2427,19,6.44629,1.02572,2621,3.9652,33.85,-118.08,2.887
10.3354,5,8.83004,1.01186,894,3.5336,32.91,-117.07,4.776
3.5806,52,5.17492,1.11386,1213,2.00165,34.11,-118.3,3.919
1.8242,47,4.25799,1.06164,1916,4.37443,33.99,-118.26,0.95
5.2359,9,6.70335,1.06938,955,2.28469,39.23,-121.2,2.133
2.5833,37,4.15854,0.982927,1839,4.48537,33.92,-118.21,1.327
4.3542,5,4.47982,1.12108,1185,2.65695,33.57,-117.65,1.956
5.2101,18,5.81731,1.05529,1278,3.07212,37.08,-122.14,3.34
3.9673,24,4.29115,1.06271,1613,1.80627,34.05,-118.43,4.773
8.0448,35,7.67218,0.997245,1001,2.75758,37.88,-122.12,4.333
1.4415,36,3.96774,0.903226,737,3.96237,36.56,-119.6,0.544
2.7813,35,5.49375,1.06458,1181,2.46042,39.23,-121.09,1.092
4.6,24,13.1042,2.25,235,2.44792,38.92,-119.94,1.368
1.7579,10,3.7448,1.07279,9851,2.1341,33.98,-117.34,1.034
4.2329,5,5.73408,1.01732,5871,3.27989,34.56,-118.07,1.455
1.8229,17,4.90335,1.17472,384,1.42751,37.99,-122.06,1.375
4.0556,49,4.9686,1.03865,1103,2.66425,34.1,-118.12,2.826
5.791,36,5.00405,0.927126,880,3.56275,37.39,-122,2.394
2.0714,18,5.81325,1.14458,1643,2.4744,36.31,-119.31,0.926
2.4132,11,4.1989,1.03683,6083,3.73419,33.64,-117.84,1.983
3.9518,4,5.47254,1.08881,4323,2.93085,38.33,-122.67,2.203
1.6611,48,4.97525,1.10149,1208,2.9901,33.98,-118.3,0.958
4.3625,29,6.24713,1,430,2.47126,38.67,-121.28,1.588
3.1944,50,4.99751,1.04229,1130,2.81095,34.05,-118.34,2.135
1.4552,52,1.90209,1.05939,1007,1.61637,37.79,-122.4,4.5
5.2114,40,5.33849,1.00155,1498,2.3153,37.43,-122.13,4.384
2.8929,36,4.18455,1.04292,809,3.4721,34.05,-117.73,1.181
2.9402,33,5.55062,1.0716,1461,3.60741,35.3,-118.99,0.562
4.6327,34,5.55282,0.957746,880,3.09859,33.93,-117.44,1.16
3.1061,19,5.49007,1.07064,1110,2.45033,39.76,-121.58,1.102
3.7721,25,4.00885,1.13176,1719,1.69027,34.05,-118.46,3.375
4.5129,16,6.17476,1.04612,1199,2.91019,38.95,-121.19,1.963
2.4474,19,5.20043,0.985075,1416,3.01919,36.45,-119.86,0.756
9.4667,32,7.32576,1.03788,1558,2.95076,34.17,-118.02,5.00001
4.125,36,6.03093,1.01031,1213,3.12629,34.01,-117.73,2.13
4.0625,47,5.1223,1.07914,632,2.27338,34.05,-118.36,2.952
6.53,10,7.06027,0.950685,1193,3.26849,33.04,-117.08,2.641
2.2466,15,5.74267,1.28998,4507,2.49419,34.15,-116.06,0.668
3.3315,18,5.34557,1.03058,921,2.81651,40.45,-122.37,0.854
5.5138,7,6.94986,1.11111,2824,3.82656,38.15,-122.22,1.711
3.1118,29,4.49337,1.02209,1942,2.86009,34.2,-118.43,2.381
6.9261,24,7.15075,1.03518,1954,3.27303,33.69,-117.95,2.846
4.5066,16,5.42062,1.01237,1265,2.60825,38.56,-121.35,1.402
5.7657,26,5.43119,1.03211,815,3.73853,37.41,-122.07,3.223
2.9545,47,4.19583,1.02083,581,2.42083,37.36,-121.9,2.375
3.4228,7,4.46654,1.0717,2534,2.42256,34.05,-117.3,1.157
4.9063,15,6.01336,1.0245,1432,3.18931,34.08,-117.6,1.598
6.3824,41,5.42484,0.888889,353,2.30719,37.45,-122.27,5.00001
1.9937,40,4.07602,1.00131,1557,2.04063,34.08,-118.36,3.671
11.615,34,7.21483,1.02046,843,2.15601,34.12,-118.37,5.00001
3.5192,36,5.85969,1.06633,1070,2.72959,32.75,-117.04,1.44
4.1719,36,5.35349,1.00465,727,3.3814,37.61,-122.04,1.87
7.7062,18,7.66209,1.03846,937,2.57418,36.81,-119.84,1.883
1.9038,34,2.34123,1.1346,2326,2.20474,34.06,-118.31,3.25
1.9583,7,5.3628,1.44207,1064,3.2439,34.1,-117.46,1.088
2.7917,48,6.44712,1.14904,671,3.22596,36.79,-120.04,0.828
2.3,42,5.28527,1.13166,737,2.31034,33.96,-118.33,1.892
5.0796,36,6.02513,0.994975,485,2.43719,37.38,-122.08,3.734
3.8633,27,4.26007,0.97619,1697,3.10806,33.84,-118.28,1.879
4.6937,26,5.48401,1.00872,2103,3.05669,34.13,-117.84,1.98
5.8143,45,5.1749,0.958175,581,2.20913,33.96,-118.39,3.407
5.2447,10,6.75594,1.0066,2568,3.38786,38.39,-121.36,1.481
2.73,33,5.58122,1.02284,1245,3.1599,36.34,-119.19,0.969
3.7054,47,5.33666,1.05985,1105,2.75561,37.75,-122.49,3.085
2.7778,25,5.09909,1.10691,1580,2.05997,32.77,-117.08,1.841
6.6354,41,6.38933,1.06719,1251,2.47233,37.45,-122.13,5.00001
5.1473,16,6.66369,0.962798,1990,2.96131,37.66,-120.95,1.884
7.9767,16,7.0656,1.00532,1327,2.35284,33.78,-118.11,5.00001
7.2982,4,7.18442,1.01039,3651,4.74156,37.33,-121.81,3.43
6.8198,30,5.82517,1.14685,358,2.5035,37.85,-122.62,4.938
3.0253,29,5.67326,1.00733,3316,2.4293,39.75,-121.82,1.114
3.1635,34,5.76765,1.07574,2335,2.99743,34.52,-117.3,0.743
2.2269,17,5.02044,1.05586,1714,2.33515,38.74,-120.83,1.283
3.375,47,4.47368,0.943609,540,2.03008,37.72,-122.15,1.983
3.0625,8,5.28319,1.10399,2887,2.68059,39.73,-121.79,1.163
10.4399,23,8.31067,1.02324,3585,3.0852,34.14,-118.56,5.00001
6.2578,9,7.32597,1.08564,1355,3.74309,32.67,-116.89,2.931
2.6071,26,5.60669,1.06695,662,2.76987,39.44,-121.53,0.571
3.8456,51,4.66732,1.00389,1160,2.25681,33.83,-118.32,3.189
3.6719,49,4.93496,1.06707,1110,2.2561,37.76,-122.24,2.298
1.3571,21,2.81471,1.01907,2548,3.47139,38.56,-121.42,0.55
6.057,21,6.67436,1.0359,1350,3.46154,33.85,-117.82,2.359
3.1047,32,4.5,0.998408,1767,2.81369,38.4,-122.68,1.414
10.0707,22,7.90682,1.01818,1252,2.84545,32.85,-117.24,5.00001
2.5434,36,4.60051,0.991094,1994,2.5369,36.78,-119.77,0.673
3.0313,45,4.24933,0.882038,981,2.63003,37.95,-122.33,1.358
1.972,13,4.83824,1.04412,1276,3.12745,33.71,-117.09,0.905
2.95,13,4.51515,1.17749,1356,2.93506,33.87,-118,1.656
3.0375,42,5.6523,1.08621,1459,4.19253,34.03,-117.73,1.181
4.0781,8,5.30093,1.11574,447,2.06944,38.66,-121.26,1.243
3.934,18,5.26816,1.18994,544,3.03911,37.03,-121.79,2.286
3.145,37,5.34783,1.03432,948,2.16934,33.98,-117.39,1.691
3.4583,41,4.58295,1.08527,1212,1.87907,34.02,-118.45,4.219
2.9576,16,3.61336,1.10896,847,1.48858,32.77,-117.15,0.922
6.2558,16,6.14054,1.05946,481,2.6,32.76,-115.39,1.463
6.0712,22,5.65801,0.980519,1240,2.68398,37.23,-121.91,2.718
2.5262,21,3.02162,1.05766,4426,3.98739,33.78,-118.27,1.673
10.0285,22,8.95766,1.12903,1573,3.17137,34.41,-118.4,5.00001
2.9459,32,4.65693,1.05109,2161,3.94343,34.12,-117.92,1.444
3.3675,33,4.84145,0.984701,1726,2.40056,32.78,-117.02,1.582
2.1458,29,5.84848,1.17172,218,2.20202,36.18,-120.43,1.042
3.0134,41,3.91304,0.928571,1535,4.76708,33.91,-118.18,1.281
3.7188,34,5.2853,1.08646,1450,4.17867,37.36,-121.82,1.615
3.2793,37,4.52601,1.08382,1223,3.53468,37.35,-121.87,1.745
3.2813,10,6.03093,1.15979,537,2.76804,39.16,-121,1.632
2.7188,43,5.18876,1.23293,647,2.59839,38.75,-121.27,0.853
3.3008,26,4.17778,1.07475,1434,2.89697,37.55,-122.01,2.242
4.239,39,5.09677,1.04963,1205,2.99007,34.1,-118.19,2.13
3.625,37,5.32589,0.915179,488,2.17857,34.03,-118.44,3.576
8.9955,39,6.97623,0.979398,1616,2.56101,37.44,-122.19,5.00001
1.5781,16,4.98855,1.09733,1163,2.21947,34.4,-118.9,1.344
5.9285,17,6.51306,1.04751,986,2.34204,37.45,-122.26,4.96
1.4712,12,5.25194,1.11434,1724,3.34109,36.98,-120.06,0.604
4.5568,12,6.30484,1.09402,1097,3.12536,38.65,-120.93,1.701
3.4091,41,4.94699,1.04819,873,2.10361,37.9,-122.3,2.23
3.6186,52,4.47233,1.03861,1518,1.95367,37.77,-122.44,5.00001
1.7333,19,5.4252,1.12598,355,2.79528,40.45,-120.36,0.7
3.0486,34,5.44363,1.06863,1131,2.77206,35.34,-119.03,0.685
2.1923,52,3.01068,0.964413,1153,4.1032,34.04,-118.21,1.55
2.2917,14,6.10559,1.01242,399,2.47826,39.22,-121.24,1.451
1.8382,40,3.85015,1.10703,1499,4.5841,34.02,-118.26,1.264
4.1406,6,4.56651,1.05164,1911,2.99061,37.54,-122.03,1.782
4.1473,22,4.82609,1.13343,1479,2.21739,37.35,-122.02,3.544
10.1007,30,7.84322,1.00847,631,2.67373,37.34,-122.07,5.00001
2.0304,51,4.64203,1.06236,1355,3.12933,34.02,-118.32,1.334
3.3625,47,4.63202,0.921348,1183,3.32303,37.71,-122.4,2.237
3.5735,30,4.78209,0.961194,1130,3.37313,32.82,-115.37,0.711
1.76,52,2.63636,0.818182,48,2.18182,38.31,-122.28,1.667
5.2769,34,5.37423,0.920245,424,2.60123,37.31,-121.92,2.411
5.2852,25,6.74,1.05,660,3.3,33.99,-117.96,2.976
7.8521,52,7.79439,1.0514,517,2.41589,37.86,-122.24,5.00001
2.7303,51,4.97201,1.0709,1258,2.34701,37.83,-122.27,1.097
5.5591,36,5.41071,0.991071,775,3.45982,33.88,-118.26,1.365
4.6207,35,4.95568,0.971098,1172,2.25819,33.78,-118.3,3.041
6.4664,25,6.19231,0.878698,983,2.90828,37.31,-121.78,2.715
3.1551,16,3.78992,1.11485,1211,3.39216,34.17,-118.3,2.05
3.8581,35,5.3598,0.990074,1694,4.20347,34.03,-117.93,1.631
1.7344,35,4.44915,1.0678,918,3.88983,33.93,-118.35,1.469
5.5,16,5.09732,1.09489,963,2.34307,33.66,-117.94,2.241
6.8722,16,6.68227,1.0301,818,2.73579,33.68,-117.79,3.261
1.7262,30,4.23109,1.09244,1112,4.67227,33.9,-118.22,1.156
3.1187,25,5.90529,1.06128,588,1.63788,33.01,-117.07,1.694
3.1755,15,5.33258,1.09502,1110,2.51131,35.65,-117.74,0.817
3.9559,42,4.65287,0.961783,986,3.14013,33.88,-117.99,1.611
2.165,34,5.30495,1.05545,1287,2.54851,39.53,-122.19,0.587
5.7984,20,7.18696,1.09348,1374,2.98696,38.28,-122.45,2.976
9.1415,5,7.2053,0.975717,1607,3.54746,37.54,-122.26,5.00001
2.1792,18,4.55977,0.991254,1161,3.38484,32.79,-115.69,0.552
3.015,39,4.03134,1.05128,1467,4.17949,34.11,-118.25,1.563
6.4018,42,5.48092,1.0687,324,2.47328,34.12,-118.58,5.00001
4.8977,41,5.95779,1.00974,683,2.21753,34.28,-119.26,3.582
2.5833,25,3.46725,1.08051,3781,2.98421,34.23,-118.45,1.837
5.1365,14,6.75492,1.03757,1877,3.35778,33.82,-117.52,2.15
3.5082,11,4.4421,1.07605,7096,3.48184,34.24,-118.45,1.365
7.3715,17,5.0061,0.993902,229,1.39634,34.15,-118.16,2.63
5.1205,42,5.72796,1.0806,1255,3.16121,37.67,-122.42,2.263
2.4596,35,2.87255,1.06863,1741,4.26716,33.99,-118.19,1.547
1.933,30,4.295,0.9875,914,2.285,37.66,-120.99,1.07
6.9584,16,6.31071,0.957143,1061,3.78929,37.4,-121.87,3.516
3.3462,32,5.71567,1.04716,2590,3.59223,35.37,-118.91,0.676
9.8098,39,8.07988,1.08284,1034,3.05917,34.16,-118.03,5.00001
3.0846,47,5.93333,1.13333,832,2.64127,36.34,-119.65,0.761
4.6776,8,6.87164,1.0911,2710,2.80538,35.13,-120.59,2.955
5.7519,27,6.29819,1.01205,1037,3.12349,33.88,-117.89,2.434
6.091,20,7.22917,1.02083,1319,3.05324,33.69,-117.96,2.904
5.7295,35,5.64505,0.974775,1449,2.61081,37.28,-122,3.461
3.2879,32,6.09781,1.06408,2131,3.59359,34.09,-117.36,0.955
2.465,40,4.30667,1.10286,903,1.72,32.75,-117.15,1.987
1.7986,40,4.21961,0.956863,705,2.76471,33.92,-118.26,0.989
1.4867,35,3.97644,1.03387,3444,5.07216,34.27,-118.42,1.24
4.2059,52,5.57851,0.99449,957,2.63636,33.73,-118.31,3.5
2.1221,50,5.50971,1.09466,1000,2.42718,33.97,-118.3,1.194
5.5208,33,6.83372,1.0281,1085,2.54098,38.51,-121.51,1.713
4.95,36,5.73851,1.02299,772,2.21839,37.75,-122.45,3.226
3.5129,25,5.72549,0.995098,1172,2.87255,38.71,-121.44,1.012
3.5039,29,5.9215,1.10239,805,2.74744,36.22,-119.33,0.899
4.8611,15,6.44207,0.97733,2540,3.19899,38.45,-121.83,1.464
1.5844,31,3.60613,1.05908,898,1.96499,33.78,-118.19,1.625
1.7467,41,4.60063,1.06604,1066,3.3522,35.37,-118.96,0.524
3.2016,37,5.89974,0.98153,974,2.56992,39.75,-121.82,0.97
3.4038,29,5.88144,1.13402,684,3.52577,32.99,-115.41,1.078
2.2243,32,5.68522,1.0096,1542,2.95969,38.69,-121.45,0.892
5.0779,34,5.48718,0.990138,1219,2.40434,37.93,-122.52,3.339
1.722,14,3.43279,1.11374,1026,1.51551,38.46,-122.73,1.5
2.1406,45,3.1988,0.987952,722,4.3494,34.06,-118.05,1.625
10.2311,31,8.24084,1.01047,551,2.88482,37.25,-122.01,5.00001
7.6877,21,8.27974,1.04102,3645,2.99016,37.91,-122.01,3.677
1.3281,40,5.05435,1.08152,564,3.06522,37.79,-122.23,1.133
2.5331,31,4.09668,0.978852,1301,3.93051,33.11,-117.08,1.151
4.7361,22,6.08022,1.03626,2474,2.71868,37.7,-121.8,2.168
4.0686,18,3.43333,0.938333,1144,1.90667,37.43,-122.14,3.786
3.1667,36,5.56064,0.974828,1199,2.74371,38.53,-121.43,0.819
1.9405,36,4.92549,1.05882,910,3.56863,36.86,-121.4,1.454
1.6033,19,5.69945,1.11475,505,2.75956,40.58,-122.3,0.988
1.8661,38,3.4774,0.977401,1217,3.43785,33.97,-118.25,1.066
3.1946,5,5.61862,1.06106,3569,3.57257,34.57,-117.93,1.327
5.1033,15,6.36771,1.1151,1701,2.5426,34.17,-118.88,4.107
2.7798,15,5.19522,1.04582,1351,2.69124,35.48,-120.68,2.058
2.0672,37,2.83084,1.05656,3895,2.07844,34.1,-118.3,2.833
3.7143,52,4.85915,0.957746,847,2.98239,37.72,-122.44,2.6
3.5845,17,4.63895,1.00811,1240,2.51521,38.44,-122.74,1.643
5.1998,5,6.9715,1.16033,1917,2.27672,33.01,-117.07,2.941
4.9044,35,5.48225,1.10947,878,2.59763,34.41,-119.72,3.353
4.2171,32,4.12434,1.02102,1605,2.81086,33.89,-118.29,2.182
2.5352,13,9.79303,1.86492,1149,2.50327,38.25,-120.37,1.137
4.2136,26,4.69684,1.13218,1427,2.05029,37.33,-121.96,2.883
3.4032,37,4.17284,1.05556,691,2.13272,37.68,-122.1,1.969
1.7328,44,4.05306,1.16939,1044,2.13061,38.56,-121.47,0.881
5.1155,35,5.68936,0.995745,692,2.94468,33.91,-118.02,2.137
2.6036,44,3.95055,1.04725,1831,2.01209,37.97,-122.53,2.875
2.0096,22,4.02703,1.04505,754,3.3964,33.9,-118.26,1.107
3.6492,8,4.57745,1.23544,1297,1.60719,32.76,-117.18,1.589
1.9236,37,3.71023,1,827,4.69886,37.38,-120.73,0.644
4.3261,36,5.60656,0.992974,1490,3.48946,34.21,-118.52,2.067
2.3269,35,4.61475,1.0847,1135,3.10109,32.73,-117.11,0.973
6.2895,45,6.5,1.10169,254,2.15254,34.04,-118.38,3.404
3.0543,23,4.58425,1.17287,1858,4.06565,36.33,-121.23,0.924
5.9062,35,6.53593,1.05749,1313,2.6961,37.47,-122.25,3.832
3.1654,25,5.26761,0.929577,564,2.64789,38.6,-121.28,1.116
2.5417,43,4.18639,1.02593,1544,2.50243,34.15,-118,1.783
4.023,14,5.59474,1.09158,2228,2.34526,38.42,-122.66,2.084
1.7125,27,5.75676,1.18919,464,3.13514,39.94,-122,0.582
3.1373,52,4.62745,1.1201,830,2.03431,38.05,-122.16,1.851
7.3151,34,6.20418,1.00928,1087,2.52204,33.9,-118.4,4.922
1.4318,36,3.84239,1.24457,1762,2.39402,34.9,-117.06,0.596
3.2011,48,4.94146,0.946341,464,2.26341,37.78,-122.45,4.283
3.6121,29,4.00696,1.11137,741,1.71926,34,-118.48,5
3.8036,33,4.21649,0.982818,848,2.91409,37.65,-122.06,1.582
7.3841,40,6.69841,1,158,2.50794,37.65,-120.98,1.722
3.5,32,4.31667,0.933333,1156,3.85333,37.6,-122.02,1.543
4.2614,16,5.52926,1.01527,1460,3.71501,32.92,-117.13,1.696
3.0875,26,4.72554,1.09239,599,1.62772,34.44,-119.83,1.984
2.9693,13,4.45231,1.02927,2420,2.28517,38.54,-121.32,1.044
4.5687,32,4.62233,0.996716,1338,2.19704,33.82,-118.37,3.812
7.0913,23,5.95,0.908824,678,1.99412,33.03,-117.06,2.654
1.8972,17,4.38283,1.08933,2393,2.7761,38.66,-121.38,1.005
4.3696,7,6.52793,1.12746,4189,3.29583,37.71,-121.42,1.707
1.9327,52,4.56404,1.01124,958,2.15281,37.86,-122.28,1.699
4.95,43,5.69565,1.08507,1525,2.8828,33.81,-118.2,1.94
3.7986,21,4.26874,1.06124,1914,1.74954,34.14,-118.37,3.677
3.4196,43,5.0234,1.04043,824,1.75319,32.76,-117.15,3.022
1.4679,26,5.90566,1.33423,679,1.83019,39.09,-122.83,0.947
5.2077,7,5.47664,1.1028,232,2.16822,33.77,-118.02,1.813
2.8828,36,5.7,1.06667,861,2.87,37.94,-121.7,1.311
10.0968,20,7.7907,1.06977,345,2.67442,37.01,-122.02,5.00001
2.6333,33,3.74353,1.08471,794,1.86824,32.76,-117.13,1.4
10.2233,10,6.87228,1.07569,2528,2.39167,33.77,-118.12,5.00001
2.0673,18,5.41379,1.1092,424,2.43678,36.32,-119.82,0.875
2.1719,42,3.82331,0.951128,798,3,38.01,-121.82,0.991
2.9306,37,5.43636,1.06182,858,3.12,37.04,-120.35,0.463
2.75,22,5.4717,1.05818,1541,2.42296,37.17,-118.3,0.945
5.7157,26,6.29263,1.00842,1596,3.36,33.75,-118.02,2.312
2.1083,20,4.20415,1.10207,1142,1.82137,37.96,-122.03,1.625
5.542,24,6.83572,1.00603,4558,3.43482,33.85,-118.26,1.975
4.3631,43,5.36259,0.965358,1106,2.55427,34.2,-118.33,2.846
1.9318,30,2.44384,0.940217,2646,4.79348,33.79,-118.17,1.159
3.5977,23,5.43991,1.0515,1327,2.84764,34.1,-117.86,1.806
2.0714,19,4.4142,1.13018,1190,2.34714,33.75,-116.95,0.858
